dsr1,dr1r2,Pr2,msr1,msr2,mr1d,mr2d,mr1r2,zeta,minPr1,minDsr2
0.09415,0.53011,0.30557,3,1,3,1,1,0.0090111,0.0274,0.375
0.45978,0.94349,0.98894,1,2,3,3,3,0.4663,0.5884,0.023
0.84584,0.49936,0.66332,2,3,2,2,2,0.30113,0.0131,0.374
0.28656,0.54838,0.53576,2,1,1,1,1,0.49542,0.9998,0.018
0.95528,0.60863,0.87576,1,3,3,3,1,0.43248,0.001,0.323
0.37671,0.40444,0.034097,2,2,3,1,1,0.39112,0.0043,0.746
0.75716,0.46074,0.35894,1,3,1,3,3,0.18158,0.9998,0.069
0.029036,0.74597,0.059459,1,2,1,2,2,0.084598,0.9998,0.239
0.14649,0.35217,0.46074,3,2,1,1,2,0.1852,0.9998,0.107
0.0049832,0.41636,0.36594,3,2,3,2,1,0.35911,0.1858,0.069
0.15542,0.57136,0.89573,1,1,2,1,1,0.44388,0.1671,0.037
0.20695,0.37676,0.56585,2,3,1,3,2,0.13717,0.9998,0.051
0.80737,0.48554,0.8959,1,1,1,3,3,0.30399,0.9998,0.001
0.81111,0.40138,0.97483,1,2,2,2,2,0.41688,0.0274,0.092
0.82529,0.83475,0.94764,2,2,1,1,2,0.16677,0.0582,0.591
0.16042,0.38196,0.39855,2,1,2,2,2,0.41569,0.9998,0.001
0.56435,0.5727,0.49014,1,2,1,3,3,0.44345,0.9998,0.016
0.77579,0.76298,0.46966,3,2,2,3,2,0.10988,0.3915,0.058
0.64558,0.60612,0.61261,2,1,1,3,1,0.36874,0.9998,0.001
0.89572,0.49187,0.9979,1,1,3,2,2,0.41718,0.001,0.014
0.59533,0.84715,0.98767,3,2,2,2,3,0.39413,0.2771,0.093
0.49436,0.32185,0.82757,3,2,3,2,1,0.13213,0.0395,0.102
0.4774,0.95549,0.2411,3,3,3,2,1,0.10456,0.0461,0.618
0.087459,0.51624,0.23088,1,3,1,2,1,0.45459,0.9998,0.097
0.52158,0.88824,0.62503,3,1,2,1,2,0.1276,0.0186,0.265
0.33773,0.7332,0.086895,3,3,2,3,2,0.18775,0.7897,0.18
0.82096,0.68411,0.015542,1,3,3,3,3,0.047343,0.0054,0.73
0.37253,0.52463,0.78325,2,3,3,3,3,0.10611,0.5532,0.09
0.7166,0.86024,0.59367,3,3,2,2,3,0.048588,0.1297,0.522
0.22699,0.7996,0.7245,2,1,3,2,2,0.17211,0.2771,0.006
0.79117,0.53147,0.91368,1,3,3,2,3,0.28835,0.0043,0.491
0.94633,0.75558,0.98221,1,1,3,2,1,0.096917,0.001,0.02
0.63354,0.64867,0.059624,3,2,2,1,2,0.25758,0.0065,0.873
0.62344,0.9677,0.17694,1,3,2,3,2,0.23745,0.4443,0.205
0.91442,0.41386,0.4281,3,2,3,1,3,0.020926,0.001,0.886
0.90528,0.62974,0.91046,1,2,3,2,1,0.16399,0.001,0.35
0.95335,0.82535,0.33392,3,1,2,1,2,0.31642,0.001,0.377
0.83827,0.80832,0.10885,2,2,3,2,1,0.080676,0.0021,0.57
0.79278,0.49162,0.61569,1,2,2,1,3,0.050775,0.0043,0.832
0.39377,0.57427,0.20696,3,2,3,1,3,0.36226,0.0065,0.731
0.19818,0.58727,0.85307,3,3,2,1,2,0.21454,0.0791,0.563
0.4124,0.9473,0.05555,3,2,3,2,1,0.19202,0.0208,0.542
0.80324,0.54519,0.45868,1,1,2,3,2,0.47555,0.3112,0.001
0.6517,0.40224,0.69396,1,1,3,3,1,0.31281,0.089,0.001
0.048806,0.45764,0.58101,1,3,3,2,2,0.30069,0.199,0.155
0.33398,0.75573,0.50391,1,2,1,3,1,0.26546,0.9998,0.026
0.33067,0.86941,0.78764,2,3,1,2,3,0.062161,0.9998,0.285
0.0093867,0.39003,0.76391,1,2,3,2,3,0.42096,0.3508,0.038
0.78774,0.66572,0.61739,3,3,3,1,2,0.27912,0.0021,0.9
0.55164,0.82058,0.41231,3,1,2,1,2,0.25381,0.0109,0.282
0.26326,0.92411,0.58614,1,1,1,2,1,0.46934,0.9998,0.003
0.69151,0.83161,0.39942,2,1,1,2,2,0.28371,0.9998,0.005
0.95293,0.78259,0.70787,1,3,2,1,1,0.32846,0.001,0.9
0.24264,0.49714,0.90477,3,2,2,3,2,0.35134,0.9998,0.01
0.46975,0.66393,0.76631,3,2,2,1,3,0.16811,0.0263,0.626
0.10289,0.46531,0.97178,2,1,1,2,2,0.34945,0.9998,0.001
0.26474,0.43346,0.4493,2,1,1,2,1,0.38433,0.9998,0.001
0.72128,0.36261,0.91781,2,1,1,1,1,0.21484,0.9998,0.012
0.70834,0.71366,0.37699,1,2,3,2,3,0.19691,0.0065,0.379
0.56482,0.3344,0.87228,2,2,1,2,1,0.43001,0.9998,0.018
0.0029184,0.47373,0.34629,2,3,3,3,1,0.11667,0.9998,0.075
0.90295,0.30889,0.13222,3,1,2,1,2,0.19403,0.001,0.394
0.98486,0.38546,0.76096,3,1,3,3,2,0.28968,0.001,0.001
0.80242,0.76875,0.4716,2,2,1,1,2,0.47224,0.0329,0.52
0.99814,0.48881,0.93187,2,1,3,1,3,0.34819,0.001,0.226
0.7793,0.3128,0.77076,1,1,3,2,3,0.3429,0.0065,0.006
0.03637,0.61118,0.32658,3,2,2,1,1,0.14365,0.0791,0.503
0.00080862,0.9321,0.68289,2,1,3,3,2,0.036926,0.9998,0.001
0.4776,0.68672,0.17532,3,1,3,2,2,0.29362,0.0197,0.044
0.99617,0.98057,0.74593,1,2,2,2,3,0.099978,0.001,0.386
0.63656,0.92391,0.25352,1,1,2,2,2,0.14318,0.0802,0.035
0.43701,0.68538,0.98611,1,2,3,1,3,0.34489,0.0087,0.652
0.63073,0.55907,0.31957,3,1,3,1,1,0.39785,0.0021,0.305
0.57053,0.34936,0.26631,1,2,2,1,3,0.085437,0.0087,0.692
0.76237,0.35605,0.93825,2,1,2,3,3,0.48724,0.2936,0.001
0.48328,0.40323,0.31499,2,3,1,3,1,0.085688,0.9998,0.074
0.055858,0.35006,0.015676,2,2,2,1,1,0.48684,0.0164,0.516
0.89336,0.98044,0.99407,3,3,1,1,1,0.17339,0.0582,0.836
0.43394,0.33192,0.65547,1,1,3,3,1,0.39052,0.2166,0.001
0.81944,0.37423,0.006074,3,3,2,2,1,0.13752,0.0032,0.826
0.6081,0.6076,0.96129,3,3,2,3,3,0.41145,0.9998,0.046
0.43887,0.57879,0.13731,1,1,2,2,1,0.47638,0.2441,0.011
0.31381,0.96219,0.8545,2,3,1,2,1,0.086766,0.9998,0.251
0.17441,0.80399,0.23201,2,1,3,1,3,0.10357,0.0164,0.375
0.23207,0.91239,0.46014,1,3,2,2,1,0.0015318,0.9998,0.654
0.83158,0.60643,0.50709,2,3,3,1,1,0.092737,0.0021,0.9
0.95406,0.92569,0.84101,1,3,3,2,3,0.34164,0.001,0.644
0.98016,0.51888,0.57175,1,1,2,1,1,0.30583,0.001,0.285
0.62239,0.78161,0.29679,3,2,3,1,1,0.28578,0.0032,0.853
0.96458,0.44056,0.59818,1,3,2,3,2,0.041852,0.0054,0.367
0.86031,0.65063,0.99476,2,3,1,1,3,0.21432,0.0461,0.703
0.75712,0.72642,0.96693,1,2,1,1,1,0.38666,0.0956,0.333
0.10679,0.81443,0.35459,2,2,1,3,1,0.29032,0.9998,0.033
0.0837,0.62774,0.093803,1,3,2,3,3,0.36259,0.9998,0.114
0.29965,0.72131,0.1985,3,1,2,2,3,0.32838,0.8634,0.007
0.32233,0.88151,0.12269,3,2,1,2,2,0.12559,0.9998,0.195
0.41471,0.80784,0.13904,3,2,3,3,1,0.31628,0.0802,0.127
0.9616,0.30572,0.39844,1,3,3,2,2,0.24389,0.001,0.547
0.11913,0.3302,0.16556,2,1,1,2,1,0.25555,0.9998,0.003
0.48221,0.64679,0.31348,3,3,1,1,3,0.16175,0.3497,0.496
0.20703,0.69124,0.6617,3,2,3,1,1,0.46961,0.0175,0.521
0.81032,0.57969,0.65531,1,1,2,1,1,0.28342,0.001,0.285
0.62316,0.8613,0.56116,1,2,1,1,2,0.012402,0.5631,0.694
0.38695,0.34587,0.99859,3,1,3,3,2,0.33052,0.2804,0.001
0.47952,0.93646,0.19378,1,1,1,3,1,0.22399,0.9998,0.001
0.79932,0.95262,0.46972,2,2,2,1,2,0.15315,0.0054,0.861
0.49395,0.36061,0.92684,2,1,1,1,1,0.074238,0.9998,0.02
0.008248,0.56095,0.78831,1,3,3,2,1,0.22364,0.2771,0.165
0.52666,0.74078,0.64656,1,3,2,2,2,0.095915,0.3134,0.308
0.0086685,0.9498,0.52022,3,1,2,1,1,0.23206,0.122,0.148
0.74686,0.76897,0.79559,2,2,1,3,2,0.13627,0.9998,0.028
0.95327,0.80578,0.13425,1,3,1,3,1,0.42655,0.8095,0.116
0.26004,0.31997,0.94797,3,2,2,2,3,0.49808,0.9998,0.017
0.74259,0.77137,0.87398,3,3,2,1,2,0.37913,0.0087,0.889
0.080347,0.90591,0.43537,2,1,2,3,2,0.08604,0.9998,0.001
0.51612,0.51008,0.47832,1,2,2,2,2,0.0031234,0.2958,0.323
0.80466,0.89639,0.11772,1,1,3,2,3,0.32863,0.001,0.118
0.33068,0.74998,0.2174,3,3,2,1,1,0.038455,0.1055,0.9
0.51796,0.79898,0.25987,3,1,3,2,1,0.057343,0.0241,0.055
0.94625,0.58739,0.010334,2,1,1,3,1,0.15503,0.0032,0.243
0.88254,0.37214,0.82356,1,3,2,2,1,0.21359,0.0065,0.359
0.59792,0.93806,0.13299,3,2,3,2,2,0.021084,0.0208,0.548
0.78168,0.52918,0.095263,2,2,3,1,2,0.22084,0.001,0.9
0.62736,0.56152,0.60645,1,3,1,1,2,0.42319,0.2122,0.321
0.34333,0.35504,0.30223,3,2,2,1,3,0.1502,0.023,0.475
0.27094,0.92716,0.20879,1,1,3,2,3,0.48208,0.067,0.026
0.74767,0.88229,0.39447,2,1,3,2,2,0.048318,0.0076,0.045
0.59725,0.99157,0.76235,1,3,3,2,3,0.092808,0.0428,0.577
0.12918,0.50536,0.47688,2,2,3,2,3,0.064791,0.1352,0.177
0.54601,0.46139,0.68676,1,1,3,1,3,0.024541,0.0054,0.291
0.25988,0.88273,0.17513,2,3,2,2,3,0.43992,0.3123,0.289
0.25373,0.84498,0.81078,1,3,3,1,3,0.24898,0.0296,0.858
0.72833,0.87166,0.11622,3,1,1,3,1,0.24428,0.9998,0.003
0.86364,0.94824,0.1911,2,3,1,3,1,0.025176,0.9998,0.284
0.24333,0.71246,0.9389,2,1,3,3,3,0.44775,0.7072,0.001
0.25128,0.60236,0.43065,2,3,3,2,1,0.43762,0.0813,0.231
0.2882,0.46614,0.13966,1,2,1,1,3,0.11037,0.3431,0.331
0.60516,0.97871,0.36465,3,2,2,3,2,0.33222,0.9998,0.04
0.49288,0.445,0.025819,1,3,1,1,3,0.085104,0.0901,0.78
0.42085,0.79262,0.48129,1,3,3,3,3,0.41029,0.2683,0.122
0.033516,0.40647,0.4796,2,3,1,3,1,0.44442,0.9998,0.033
0.081841,0.89704,0.68655,1,3,1,3,1,0.47906,0.9998,0.066
0.02385,0.39011,0.74064,3,2,3,2,3,0.19551,0.2936,0.058
0.68957,0.66427,0.076086,2,2,1,2,1,0.20313,0.9118,0.143
0.72867,0.72979,0.9006,2,2,1,1,2,0.12639,0.1407,0.462
0.71101,0.76276,0.43958,1,1,3,3,3,0.2814,0.0978,0.001
0.55448,0.32083,0.86671,3,3,2,1,2,0.44721,0.012,0.443
0.17059,0.85606,0.8885,2,1,3,3,2,0.071257,0.9998,0.001
0.70698,0.78592,0.26512,3,1,2,1,1,0.16329,0.0043,0.39
0.95189,0.76828,0.47312,1,1,3,1,2,0.32469,0.001,0.333
0.70903,0.68868,0.255,2,1,3,2,2,0.0376,0.0065,0.064
0.32381,0.60169,0.7649,2,3,2,2,2,0.49823,0.9998,0.089
0.56298,0.46162,0.14476,1,3,1,1,2,0.33855,0.089,0.452
0.7764,0.77964,0.31949,2,2,3,2,2,0.41607,0.0032,0.393
0.84042,0.53625,0.42944,2,2,1,3,1,0.39689,0.9998,0.016
0.69835,0.47998,0.6909,1,2,3,2,1,0.18159,0.0076,0.241
0.03093,0.73883,0.937,2,1,3,2,1,0.15997,0.9998,0.002
0.97861,0.50427,0.59234,3,1,1,2,2,0.28568,0.5609,0.002
0.039699,0.86114,0.40642,2,2,1,1,3,0.41501,0.9998,0.214
0.50882,0.69738,0.30919,3,2,1,3,2,0.37357,0.9998,0.028
0.050239,0.58175,0.96519,2,3,2,3,3,0.20719,0.9998,0.059
0.74167,0.8178,0.44479,1,2,3,3,2,0.4252,0.023,0.099
0.12772,0.67388,0.056697,2,3,3,1,1,0.23429,0.023,0.895
0.18302,0.97285,0.75626,3,3,3,2,1,0.47518,0.1572,0.253
0.27956,0.41933,0.6771,3,1,1,1,1,0.45121,0.9998,0.011
0.68308,0.59501,0.65934,2,1,3,2,3,0.31671,0.0164,0.011
0.73748,0.78053,0.95573,2,1,2,3,2,0.15395,0.9998,0.001
0.36551,0.59502,0.4622,2,2,1,2,2,0.15722,0.9998,0.075
0.74821,0.51765,0.0077053,1,1,1,3,2,0.30781,0.0318,0.159
0.58238,0.66526,0.4546,2,2,3,1,2,0.48335,0.0032,0.751
0.83816,0.5766,0.43734,1,2,2,1,2,0.042441,0.0032,0.875
0.66784,0.81269,0.63101,2,3,1,1,1,0.2341,0.2023,0.535
0.67403,0.77622,0.93012,1,2,2,2,1,0.41441,0.1341,0.102
0.30063,0.49213,0.58645,1,3,1,1,1,0.19828,0.9998,0.208
0.67955,0.82506,0.01489,1,2,1,3,1,0.071123,0.7985,0.279
0.803,0.55091,0.025334,1,3,1,2,2,0.10929,0.1319,0.521
0.97143,0.8171,0.013858,3,2,3,3,1,0.33956,0.001,0.55
0.23347,0.39941,0.53017,2,1,1,1,2,0.46515,0.9998,0.011
0.66336,0.65508,0.4858,2,3,1,1,1,0.43085,0.1308,0.414
0.58619,0.87571,0.92684,3,3,1,3,3,0.31878,0.9998,0.077
0.79479,0.61978,0.49421,1,1,1,3,2,0.21286,0.9998,0.001
0.2455,0.79304,0.77461,3,3,2,1,1,0.41133,0.0648,0.585
0.38108,0.61724,0.50056,3,1,3,2,1,0.27029,0.1088,0.007
0.59309,0.81711,0.37264,2,1,3,3,2,0.22664,0.2364,0.001
0.55377,0.32886,0.8022,2,3,2,2,2,0.33576,0.3068,0.084
0.63474,0.81403,0.88733,1,1,3,2,2,0.33295,0.0318,0.009
0.67838,0.34118,0.22395,1,3,2,2,2,0.083991,0.0384,0.368
0.22507,0.49893,0.91376,3,2,3,3,1,0.11455,0.9998,0.016
0.7273,0.3136,0.58375,1,3,2,3,3,0.46044,0.9998,0.026
0.12674,0.82411,0.31467,1,2,3,1,2,0.093587,0.0318,0.802
0.53088,0.4322,0.49302,3,3,3,3,3,0.27977,0.1473,0.094
0.54776,0.80221,0.20251,3,1,2,3,2,0.32188,0.9998,0.001
0.83319,0.84262,0.78814,1,2,2,1,3,0.18681,0.0032,0.831
0.73878,0.33869,0.75716,1,2,2,3,1,0.23174,0.9998,0.008
0.31439,0.72426,0.67747,1,3,1,1,1,0.49382,0.9998,0.209
0.21662,0.74039,0.014869,3,3,1,3,2,0.02165,0.9998,0.476
0.38979,0.88629,0.74842,1,1,3,2,3,0.29193,0.1352,0.007
0.25915,0.53509,0.37511,1,2,2,2,1,0.07313,0.6203,0.109
0.26803,0.8428,0.60921,1,1,3,2,3,0.0089844,0.1858,0.025
0.63134,0.71023,0.22741,3,1,3,3,2,0.39233,0.0868,0.002
0.23729,0.68167,0.10769,1,3,1,2,2,0.068578,0.9998,0.322
0.98049,0.52866,0.21962,1,1,3,2,3,0.25911,0.001,0.065
0.71941,0.54047,0.0092739,2,3,1,3,2,0.096223,0.3497,0.391
0.88135,0.31728,0.34121,2,1,2,1,3,0.2107,0.001,0.287
0.39131,0.51951,0.55331,1,1,1,3,3,0.39602,0.9998,0.001
0.017962,0.32059,0.71145,3,3,3,1,3,0.26921,0.0307,0.422
0.98977,0.34936,0.060024,2,2,1,1,1,0.33079,0.001,0.842
0.26903,0.60379,0.40181,2,1,2,3,3,0.30407,0.9998,0.001
0.99374,0.53867,0.89955,3,3,1,1,2,0.11874,0.0021,0.9
0.35812,0.83792,0.78436,1,3,3,2,2,0.014459,0.1704,0.572
0.15825,0.73167,0.30872,1,1,3,2,3,0.042539,0.1341,0.03
0.067446,0.75744,0.24429,3,2,1,1,2,0.37896,0.9998,0.208
0.27091,0.34637,0.33349,1,2,1,1,1,0.024953,0.9459,0.233
0.37763,0.96609,0.7424,1,1,3,1,2,0.44355,0.0098,0.221
0.17248,0.95702,0.034482,2,3,2,1,1,0.43978,0.0472,0.869
0.36021,0.68962,0.88872,2,3,2,2,3,0.42008,0.9294,0.114
0.87651,0.65149,0.57027,1,2,3,1,3,0.42574,0.001,0.822
0.50987,0.35503,0.055899,3,3,2,2,1,0.31749,0.0307,0.329
0.64269,0.49014,0.10675,2,1,2,2,3,0.030257,0.0263,0.095
0.082159,0.34884,0.12089,2,3,1,2,2,0.33893,0.9998,0.092
0.55197,0.81958,0.82463,1,1,1,3,2,0.1967,0.9998,0.001
0.38428,0.64387,0.77416,1,1,3,3,1,0.073906,0.6742,0.001
0.080568,0.3553,0.92743,2,1,3,2,1,0.10236,0.9778,0.001
0.61247,0.68893,0.90645,3,2,3,2,1,0.10061,0.0208,0.265
0.2149,0.31081,0.21004,3,2,3,3,3,0.26823,0.3783,0.024
0.0028969,0.51764,0.48522,1,3,3,2,2,0.13108,0.2111,0.241
0.064245,0.73841,0.94828,3,3,2,1,3,0.2582,0.133,0.565
0.82679,0.39683,0.43775,3,1,2,3,1,0.43764,0.1814,0.001
0.025784,0.89253,0.014863,3,2,2,1,1,0.27521,0.045,0.847
0.9165,0.84759,0.10105,1,2,2,3,1,0.14055,0.0054,0.317
0.66206,0.84117,0.93198,3,1,3,1,3,0.088442,0.0032,0.275
0.11513,0.41758,0.97251,1,3,2,1,1,0.143,0.0978,0.41
0.3106,0.75766,0.39183,2,3,1,3,2,0.059668,0.9998,0.157
0.86289,0.48751,0.53868,3,2,2,1,1,0.27573,0.001,0.809
0.37819,0.47204,0.67618,3,1,1,1,2,0.13065,0.9998,0.026
0.80699,0.91655,0.15998,3,2,2,2,2,0.044588,0.0197,0.514
0.99402,0.76687,0.61715,1,2,2,3,1,0.073943,0.001,0.167
0.25519,0.97102,0.18189,1,2,1,3,1,0.39923,0.9998,0.051
0.60738,0.75175,0.87442,1,1,3,1,1,0.44866,0.0032,0.223
0.090721,0.44015,0.77829,1,3,3,2,1,0.20364,0.2122,0.147
0.54537,0.97282,0.075495,3,1,3,1,3,0.46692,0.0021,0.539
0.59644,0.54296,0.21763,2,1,3,2,2,0.018921,0.0131,0.069
0.38781,0.88604,0.76632,1,2,3,2,2,0.062792,0.0758,0.282
0.6216,0.93814,0.60613,1,2,2,1,2,0.24267,0.0142,0.771
0.99201,0.92731,0.74158,2,3,2,2,3,0.33237,0.001,0.654
0.94207,0.96427,0.10644,3,2,2,1,3,0.028988,0.001,0.9
0.60744,0.33926,0.6581,1,2,1,1,1,0.28791,0.5048,0.097
0.44568,0.31233,0.68171,1,1,2,1,3,0.44042,0.0428,0.034
0.93485,0.83853,0.40475,1,3,1,1,2,0.35891,0.0153,0.896
0.71481,0.39952,0.69292,2,2,3,2,3,0.19682,0.0065,0.222
0.31454,0.89842,0.0090151,1,2,2,1,2,0.10129,0.0428,0.9
0.57108,0.86927,0.08618,3,1,1,2,3,0.096069,0.9998,0.036
0.16059,0.81655,0.75704,2,1,3,2,3,0.44066,0.4355,0.003
0.36188,0.73792,0.93883,2,1,1,1,2,0.14345,0.9998,0.041
0.78088,0.39152,0.46148,1,3,3,1,1,0.22008,0.001,0.9
0.44107,0.48977,0.94411,2,1,2,1,1,0.25832,0.0362,0.079
0.022451,0.79611,0.60515,2,1,2,3,1,0.20684,0.9998,0.001
0.70365,0.78625,0.0045936,3,2,3,2,3,0.27011,0.0021,0.807
0.86275,0.30346,0.12508,2,2,2,1,2,0.38754,0.001,0.746
0.015898,0.51798,0.19277,1,1,1,3,2,0.13773,0.9998,0.001
0.76454,0.3844,0.38433,1,3,3,3,3,0.013962,0.0252,0.362
0.41888,0.71567,0.27698,1,1,1,1,2,0.29641,0.9998,0.048
0.52417,0.88896,0.30641,2,1,1,1,1,0.09558,0.3057,0.174
0.24174,0.82039,0.156,1,3,1,2,1,0.41159,0.9998,0.178
0.03014,0.83266,0.89618,1,3,2,1,3,0.30944,0.1462,0.576
0.091452,0.41755,0.94225,3,2,3,1,1,0.42472,0.0263,0.284
0.64536,0.89959,0.85338,1,2,1,1,1,0.24702,0.2628,0.358
0.32979,0.48781,0.21592,3,1,3,3,1,0.38351,0.4245,0.001
0.51747,0.31286,0.41931,2,1,1,3,3,0.061043,0.9998,0.001
0.90882,0.31168,0.95929,3,1,3,3,3,0.037626,0.0065,0.001
0.12908,0.40863,0.26881,1,2,3,2,1,0.21694,0.0923,0.12
0.034271,0.57914,0.97945,2,2,2,2,1,0.27138,0.9998,0.041
0.39441,0.91763,0.42567,3,1,1,3,3,0.23319,0.9998,0.001
0.13002,0.64757,0.25966,2,2,3,1,3,0.29583,0.0197,0.651
0.29141,0.39603,0.18893,1,3,1,1,2,0.47831,0.5653,0.173
0.30958,0.45678,0.69529,1,1,2,1,1,0.35012,0.0681,0.053
0.44635,0.56837,0.59536,3,2,2,2,3,0.15252,0.4256,0.092
0.43003,0.73474,0.27907,1,2,1,2,3,0.23902,0.9998,0.098
0.53214,0.82077,0.83573,1,3,3,1,1,0.36033,0.0087,0.896
0.18705,0.80742,0.88355,3,1,1,3,2,0.39901,0.9998,0.001
0.21534,0.80171,0.86267,3,2,1,2,3,0.23563,0.9998,0.072
0.32139,0.56516,0.71897,2,3,2,3,2,0.096532,0.9998,0.082
0.43866,0.79543,0.52965,2,1,1,3,2,0.32621,0.9998,0.001
0.91655,0.60283,0.427,3,2,2,2,1,0.014643,0.0054,0.436
0.76933,0.836,0.54077,2,3,1,3,1,0.084659,0.9998,0.129
0.46885,0.71742,0.72346,3,1,1,2,2,0.20406,0.9998,0.002
0.1271,0.35705,0.28946,2,2,1,2,2,0.33841,0.9998,0.036
0.33607,0.98947,0.75166,2,2,1,1,2,0.32327,0.9998,0.242
0.164,0.76102,0.25562,3,2,2,3,1,0.078802,0.9998,0.062
0.98167,0.4793,0.61917,1,1,1,1,3,0.48591,0.001,0.24
0.55222,0.40434,0.25855,2,1,2,2,1,0.26436,0.3761,0.004
0.46236,0.50132,0.92637,3,3,2,3,3,0.24816,0.9998,0.047
0.46637,0.56183,0.75462,3,1,1,1,2,0.2278,0.9998,0.024
0.88797,0.74714,0.010954,3,3,3,1,3,0.48863,0.001,0.9
